ID,POS,Gloss,Gloss_persian,Checked
93683,noun,a watch established for the reception of traffic of interest to the unit maintaining the watch,یک ساعت برای استقبال از ترافیک مورد علاقه واحد نگهدارنده ساعت ایجاد شده است,t
93684,noun,keeping a secret or furtive watch,راز نگهداری یا مراقبت دزدکی,t
93685,noun,"vigilant attentiveness; ""he keeps a weather eye open for trouble""","دقت هوشیارانه ""او چهارچشمی مراقب است""",t
93686,noun,member of a vigilance committee,عضو کمیته هوشیاری,t
93687,noun,a person who performs voluntary work,شخصی که کار داوطلبانه انجام می دهد,t
93688,noun,the actions of a vigilance committee in trying to enforce the laws,اقدامات کمیته هوشیاری در تلاش برای اجرای قوانین,t
93689,noun,country house in ancient Rome consisting of residential quarters and farm buildings around a courtyard,خانه روستایی در روم باستان متشکل از محله های مسکونی و ساختمانهای مزرعه ای در اطراف حیاط,t
93690,noun,pretentious and luxurious country residence with extensive grounds,اقامت در کشور مجلل و پرجلوه با زمین های گسترده,t
93691,adjective,providing justification,ارائه توجیه,t
93692,noun,a plant that tends to climb and on occasion can grow like a vine,گیاهی که تمایل به صعود دارد و در بعضی مواقع می تواند مانند یک انگور رشد کند,t
93693,noun,plant of the family Menispermaceae having red or black fruit with crescent- or ring-shaped seeds,گیاهی از خانواده زاموریان دارای میوه های قرمز یا سیاه همراه با بذرهای هلال یا حلقه ای,t
93694,noun,a plant of the genus Allamanda having large showy funnel-shaped flowers in terminal cymes,گیاهی از تیره آلاماندا که دارای گلهای بزرگ قیفی و نمایشی در سایم های انتهایی است,t
93695,noun,evergreen woody twiner with large glossy leaves and showy corymbs of fragrant white trumpet-shaped flowers,دوقلوی چوبی همیشه سبز با برگ های براق بزرگ و حفره های نمایشی از گلهای شیپوری سفید معطر,t
93696,noun,evergreen Chinese woody climber with shiny dark green leaves and intensely fragrant white flowers,درخت موی همیشه سبز چینی با برگهای سبز تیره براق و گلهای سفید بسیار معطر,t
93697,noun,creeping plant having curving flowers thought to resemble fetuses; native to Europe; naturalized Great Britain and eastern North America,گیاه خزنده دارای گلهای منحنی که فکر می کنند شبیه جنین است.بومی اروپا؛طبیعی انگلیس بزرگ و شرق آمریکای شمالی,t
93698,noun,any of several South American ornamental woody vines of the genus Bougainvillea having brilliant red or purple flower bracts; widely grown in warm regions,هر یک از چندین انگور چوبی تزئینی آمریکای جنوبی از تیره گل کاغذی دارای گل های درخشان قرمز یا بنفش؛ به طور گسترده در مناطق گرم رشد می کند,t
93699,noun,West Indian woody climber with spiny stems and numerous fragrant white flowers in panicles followed by small yellow to orange fruits,درخت موی هند غربی با ساقه های خاردار و تعداد زیادی گل سفید معطر در خوشه ها با میوه های کوچک زرد و نارنجی,t
93700,noun,vine with feathery leaves and white or pinkish flowers; sometimes placed in genus Fumaria,تاک با برگهای پر مانند و گلهای سفید یا صورتی ؛گاهی اوقات در تیره شاه‌تره‌ها قرار می گیرد,t
93701,noun,South African succulent evergreen twining climber with yellow flowers grown primarily as a houseplant for its foliage; sometimes placed in genus Senecio,گیاه صعودی دوقلو و همیشه سبز آبدار و شاداب آفریقای جنوبی با گل های زرد که در درجه اول به عنوان گیاه خانگی برای شاخ و برگ خود رشد می دهند؛گاهی در تیره پیرگیاه قرار می گیرد,t
93702,noun,herb of tropical America having vanilla-scented flowers; climbs up trees,گیاهان آمریکای گرمسیری دارای گلهایی با رایحه وانیل ؛از درختان بالا می رود,t
93703,noun,any of a number of tropical vines of the genus Dioscorea many having edible tuberous roots,تعداد زیادی از انگورهای گرمسیری از تیره تمیس که ریشه غده های خوراکی زیادی دارند,t
93704,noun,South African vine having a massive rootstock covered with deeply fissured bark,تاک آفریقای جنوبی دارای پایه ای عظیم پوشیده از پوست عمیق شکاف دار,t
93705,noun,having a rhizome formerly dried and used to treat rheumatism or liver disorders,داشتن ریشه ی قبلاً خشک شده و برای درمان رماتیسم یا اختلالات کبدی استفاده می شود,t
93706,noun,common European twining vine with tuberous roots and cordate leaves and red berries,انگور دوقلوی مشترک اروپایی با ریشه غده ای و برگهای قلبی و توت قرمز,t
93707,noun,a vine of the genus Bryonia having large leaves and small flowers and yielding acrid juice with emetic and purgative properties,یک تاک از تیره بریونیا دارای برگهای بزرگ و گلهای کوچک و دارای آب ترش با خاصیت تخلخل و خلوص,t
93708,noun,any of several tropical annual climbers having large yellow flowers and edible young fruits; grown commercially for the mature fruit's dried fibrous interior that is used as a sponge,هر یک از چندین گیاه صعوددی سالانه گرمسیری که دارای گلهای بزرگ زرد و میوه های جوان خوراکی هستند؛  به صورت تجاری برای داخل الیافی میوه های خشک بالغ پرورش داده میشود که به عنوان اسفنج استفاده می شود,t
93709,noun,climbing Asiatic vine having long finely serrate leaves and racemes of white flowers followed by greenish-yellow edible fruit,تاک آسیایی با برگهای بلند و دندانه دار ظریف و خوشه های گلهای سفید با میوه های خوراکی زرد مایل به سبز,t
93710,noun,ornamental vine of eastern Asia having yellow edible fruit and leaves with silver-white markings,تاک زینتی شرق آسیا دارای میوه ها و برگهای خوراکی زرد با علامت های سفید و نقره ای,t
93711,noun,tropical vine having pink-and-yellow flowers spotted purple and edible roots sometimes boiled as a potato substitute; West Indies to northern South America,تاک گرمسیری دارای گلهای صورتی و زرد و دارای ریشه های بنفش و خوراکی خالدار است که گاهی به عنوان جایگزین سیب زمینی جوشانده می شوند ؛هند غربی به شمال آمریکای جنوبی,t
93712,noun,tropical vine having umbels of small purple flowers and edible roots sometimes boiled as a potato substitute; Colombia,تاک گرمسیری دارای چترهایی از گلهای کوچک بنفش و ریشه های خوراکی که بعضا به عنوان جایگزین سیب زمینی جوشانده می شوند; کلمبیا,t
